O_{index}(m_3)	            z_0	          v_x	       v_y	          v_z	        T           stability
O_{660}(1.1)	2.61373470246367E-01	2.85344655084592E-01	2.30825709432015E-01	-6.19039092303094E-04	1.85365027501687E+02	   U
O_{661}(1.1)	8.12130809935971E-01	2.70091162891678E-01	4.17335546033951E-02	-8.75092812810474E-04	1.85418747238843E+02	   U
O_{662}(1.1)	6.24579481917096E-01	4.97463760471210E-01	2.59912206843609E-01	-1.30245038786083E-02	1.85464966909394E+02	   U
O_{663}(1.1)	1.79230177177891E-01	4.31686276909182E-01	2.32107284993343E-01	-4.77746347489800E-04	1.85511704806875E+02	   U
O_{664}(1.1)	6.24696545423155E-01	3.24967038113328E-01	1.32107732317671E-01	-3.24437172990940E-03	1.85561655329135E+02	   U
O_{665}(1.1)	3.22504774434376E-01	4.99236222000314E-01	2.20292186556952E-01	-2.22197875968469E-02	1.85575790598356E+02	   U
O_{666}(1.1)	3.87550106709863E-01	3.96525223754454E-01	2.42682879621528E-01	-2.67222917100431E-02	1.85589501403223E+02	   U
O_{667}(1.1)	3.81119056826450E-01	2.19601753040280E-01	2.32175787302412E-01	8.42787013502042E-04	1.85795186277583E+02	   U
O_{668}(1.1)	3.16251000839708E-01	5.07364605377451E-01	1.59934714796366E-01	-1.19148097945072E-02	1.85800226319848E+02	   U
O_{669}(1.1)	5.52055534826846E-01	4.41991443909604E-01	3.04821877617618E-01	2.16410082228575E-04	1.85938834861860E+02	   U
O_{670}(1.1)	6.32380285404214E-01	4.12884675452120E-01	3.24159136695127E-02	3.32167618632023E-03	1.86111450275396E+02	   U
O_{671}(1.1)	4.55279327852305E-01	3.76802557922478E-01	2.65925646888314E-02	-8.01106100480290E-03	1.86268259631936E+02	   U
O_{672}(1.1)	6.46431699686115E-02	7.09171982901008E-02	6.38507453954282E-01	4.89734850302150E-04	1.86297029191963E+02	   U
O_{673}(1.1)	2.62782180780961E-01	2.62545700671540E-01	2.53555272475107E-01	8.10077870509639E-04	1.86459670081755E+02	   U
O_{674}(1.1)	3.30597359528929E-01	5.15869788984532E-01	1.23682544223490E-01	2.10178886373562E-03	1.86574069901193E+02	   U
O_{675}(1.1)	4.55007991247505E-01	6.00987113972818E-01	5.42998469008285E-02	-8.48158659799935E-03	1.87026586633108E+02	   U
O_{676}(1.1)	5.39539933565759E-01	3.84119886313880E-01	5.55321650833904E-02	2.29282048646688E-02	1.87058659882882E+02	   U
O_{677}(1.1)	4.62399157949254E-01	3.77196181317563E-01	1.01637946132983E-01	-2.70682454191186E-02	1.87108310552852E+02	   U
O_{678}(1.1)	6.27963687433363E-01	3.79044858879139E-01	1.08587630770030E-01	-1.82262021878264E-03	1.87195242628488E+02	   U
O_{679}(1.1)	3.36477549835068E-01	4.36417113661208E-01	3.82823357357285E-01	-7.15008423780790E-03	1.87320454173039E+02	   S
O_{680}(1.1)	5.66675466594645E-01	4.91209764187955E-01	3.19276139658347E-01	7.11891176541808E-03	1.87565639456326E+02	   S
O_{681}(1.1)	1.87643528332652E-01	3.13204163651098E-01	2.44754760216328E-01	-1.36058237136872E-02	1.87831254843971E+02	   U
O_{682}(1.1)	6.30050430567485E-01	3.14718593905741E-01	1.38907814290993E-01	6.16591960029353E-04	1.88077526175295E+02	   U
O_{683}(1.1)	2.04301853614914E-01	2.89128339911895E-01	2.61639534587960E-01	-4.47136212101175E-03	1.88112866492321E+02	   U
O_{684}(1.1)	1.46783790242405E-01	3.45584507339385E-01	2.88974803103241E-01	-1.53271140343878E-03	1.88250846421114E+02	   U
O_{685}(1.1)	2.78623385239833E-01	2.32179975509714E-01	2.79101212579613E-01	-2.37319282156333E-03	1.88297113391120E+02	   U
O_{686}(1.1)	2.05262370454967E-01	2.92280064897845E-01	2.68031536868700E-01	2.53182602802373E-03	1.88312926894816E+02	   U
O_{687}(1.1)	3.60565713968784E-01	3.62714488979668E-01	1.30566133765954E-01	-1.21037929775204E-01	1.88606566793498E+02	   U
O_{688}(1.1)	3.86829918830456E-01	4.45701485780293E-01	3.90247017814614E-01	-1.54136871335236E-02	1.88826332348665E+02	   U
O_{689}(1.1)	1.88631792439952E-01	3.20490795664589E-01	2.50772251144829E-01	-5.40146777875358E-03	1.88872365455206E+02	   U
O_{690}(1.1)	2.98809023195839E-01	2.79664132110061E-01	2.24670641544573E-01	7.16921031063264E-03	1.89036906915925E+02	   U
O_{691}(1.1)	5.12483191621950E-01	4.28236461440775E-01	3.26543719524731E-01	2.62963409697892E-03	1.89221939591628E+02	   U
O_{692}(1.1)	4.37772725677210E-01	4.07515043066783E-01	3.58394980504340E-01	-5.60142056276472E-04	1.89252986365636E+02	   U
O_{693}(1.1)	4.89331400164124E-01	3.61926631757947E-01	8.52570756275184E-02	-4.71818663615387E-03	1.89858126982113E+02	   U
O_{694}(1.1)	4.47411465145889E-01	4.23160810181877E-01	3.37901090080786E-01	-1.17027302437726E-02	1.89881248882598E+02	   U
O_{695}(1.1)	6.44947410522022E-01	4.19141998848801E-01	3.12259978357285E-02	1.09949483290494E-02	1.89915953298869E+02	   U
O_{696}(1.1)	1.51203059517686E-01	3.48469869851049E-01	2.66061425510106E-01	-6.29347078041723E-03	1.89963050786439E+02	   U
O_{697}(1.1)	4.49550036526261E-01	4.08736240274264E-01	3.54736271192763E-01	3.90232412986112E-04	1.89968356187480E+02	   U
O_{698}(1.1)	4.34241349196609E-01	3.70851127842879E-01	3.74229795304782E-02	-1.54058313121371E-02	1.89993229938167E+02	   U
O_{699}(1.1)	1.89532318365816E-01	3.28949811181082E-01	2.56797424549233E-01	2.86041800010708E-03	1.90292830804393E+02	   S
O_{700}(1.1)	2.12955871626501E-01	3.59965640831569E-01	1.89731894420582E-01	1.48035625552049E-03	1.90301603970130E+02	   U
O_{701}(1.1)	2.54172508185439E-01	4.23099418764124E-01	4.13109553424269E-01	-1.34772968256717E-02	1.90350086359413E+02	   U
O_{702}(1.1)	5.36743382098031E-01	4.32383217403965E-01	3.14210212077110E-01	2.93688574597845E-03	1.90477975234915E+02	   U
O_{703}(1.1)	6.25789413780348E-01	2.78193885595830E-01	1.22833025040206E-01	-2.30606135992349E-03	1.90577777010775E+02	   U
O_{704}(1.1)	1.82741978664196E-01	4.50720656111944E-01	2.64294298028032E-01	-3.02365670033363E-03	1.90660557612373E+02	   U
O_{705}(1.1)	7.94240735258862E-01	2.87818537588284E-01	1.67637406758439E-02	1.84406473249339E-03	1.90728911064103E+02	   U
O_{706}(1.1)	5.42325792211657E-02	7.90562201363579E-02	6.37019838205063E-01	-6.81984065012493E-04	1.90879660470791E+02	   S
O_{707}(1.1)	1.31535576922159E-02	7.75264528579100E-02	6.38246144546054E-01	1.96690629683822E-04	1.91020067432843E+02	   U
O_{708}(1.1)	1.51859590767575E-01	3.54786871138172E-01	2.72232420536986E-01	-7.01436894616909E-04	1.91086865378979E+02	   U
O_{709}(1.1)	2.64374957093870E-02	7.80489066965749E-02	6.38284634222981E-01	2.21214067580462E-04	1.91194537043755E+02	   U
O_{710}(1.1)	3.20346708961412E-01	3.73232530485999E-01	3.52195682195704E-01	-3.58644861862111E-03	1.91273125864041E+02	   U
O_{711}(1.1)	3.92402138688866E-01	3.87527979145574E-01	3.80333901429145E-01	3.60936536831580E-03	1.91347328253265E+02	   U
O_{712}(1.1)	2.30311799066623E-01	3.10417440649746E-01	2.36394607467212E-01	1.54249749306537E-03	1.91381253190437E+02	   U
O_{713}(1.1)	3.39433967888490E-01	4.04549193389332E-01	1.15972598884529E-01	-9.02828203052493E-02	1.91382783449252E+02	   U
O_{714}(1.1)	5.12717022421885E-01	4.36312758633885E-01	3.22616743809884E-01	4.98230375155519E-03	1.91440090167787E+02	   S
O_{715}(1.1)	3.08515734932480E-01	2.84794623915584E-01	2.07874159523493E-01	-2.66455053762506E-03	1.91548512440995E+02	   U
O_{716}(1.1)	6.33084305527749E-01	3.54845781005128E-01	1.22501254023483E-01	3.90890496175524E-03	1.91909822696903E+02	   U
O_{717}(1.1)	2.45826400252792E-01	2.88624806227058E-01	2.43293529929463E-01	1.37522315871277E-03	1.92065479463328E+02	   U
O_{718}(1.1)	2.15992072840219E-01	3.34499503233737E-01	2.22363742940222E-01	-4.43650755019134E-03	1.92282728210322E+02	   S
O_{719}(1.1)	4.99667024603566E-01	3.42128579429575E-01	2.06425272125978E-01	2.52475104102292E-03	1.92383895781223E+02	   U
O_{720}(1.1)	7.89969712356033E-01	2.77150757393216E-01	4.89722882055871E-02	-2.23055316497018E-04	1.92414951829919E+02	   U
O_{721}(1.1)	4.96658543022399E-01	4.49110886671365E-01	3.15126967269970E-01	-3.16502256814014E-03	1.92463163610472E+02	   U
O_{722}(1.1)	2.97886839297531E-01	5.66541637858953E-01	2.40854454445511E-01	-9.94775804105498E-03	1.92496788279500E+02	   U
O_{723}(1.1)	5.77549175384296E-01	5.03894393005911E-01	3.02458149802706E-01	8.45067188266598E-03	1.92551604599348E+02	   U
O_{724}(1.1)	4.42340164914723E-01	3.94596047761764E-01	1.05427930928398E-01	-3.69528292807832E-02	1.92563911354578E+02	   U
O_{725}(1.1)	5.77157691716103E-01	2.70662508515688E-01	7.57524921394824E-02	-1.79356268229168E-03	1.92602886110228E+02	   U
O_{726}(1.1)	3.50229682907553E-01	4.42093636912521E-01	3.86213578375469E-01	1.01166068040360E-02	1.92639539889101E+02	   U
O_{727}(1.1)	6.25322941907864E-01	3.75542591678938E-01	1.16660688945893E-01	1.30066437722784E-03	1.92686719706208E+02	   U
O_{728}(1.1)	6.15709778967916E-01	2.94071891179052E-01	1.39033110452924E-01	-4.49692613652185E-03	1.92687781828323E+02	   U
O_{729}(1.1)	4.98747057142671E-01	4.36828930962863E-01	3.32076858210682E-01	1.13446262513397E-02	1.92822824268552E+02	   U
O_{730}(1.1)	4.09311203060794E-01	5.30300669475829E-01	1.05290980989942E-01	2.50068614379493E-03	1.92831496087050E+02	   U
O_{731}(1.1)	3.26279036684124E-01	3.72027332138832E-01	3.57393324555817E-01	1.52457185849466E-03	1.93065596505150E+02	   U
O_{732}(1.1)	2.57449543076382E-01	3.18657266588201E-01	2.14339487059266E-01	8.02912031752943E-03	1.93100233347414E+02	   U
O_{733}(1.1)	3.24154161094231E-01	3.79198481899032E-01	3.50625569347327E-01	4.82653607658682E-03	1.93127296083496E+02	   U
O_{734}(1.1)	4.82125416264052E-01	3.72769405381946E-01	1.01763911634832E-01	-1.32010018788860E-02	1.93420359247050E+02	   U
O_{735}(1.1)	6.36769556079291E-01	2.95355608758937E-01	1.38547309397825E-01	5.42832441339472E-03	1.93480957580714E+02	   U
O_{736}(1.1)	3.24076221185353E-01	4.31741226655402E-01	3.87312160144619E-01	-5.71529402296154E-03	1.93508259829702E+02	   S
O_{737}(1.1)	6.10630496518263E-01	3.14875691565531E-01	1.41088792238934E-01	-4.84344302589908E-03	1.93710054371591E+02	   U
O_{738}(1.1)	4.93101889014854E-01	3.90602629972697E-01	9.51779187579351E-02	-8.02376971180712E-03	1.93889761386993E+02	   U
O_{739}(1.1)	3.47720730822624E-01	5.02890108419481E-01	1.61958372528489E-01	-5.86604753141427E-03	1.94028283055228E+02	   U
O_{740}(1.1)	3.84422487009583E-01	4.50771947762553E-01	3.38781103088768E-01	-2.75343754692432E-02	1.94192611350783E+02	   U
O_{741}(1.1)	4.10326385832099E-01	5.16244458568285E-01	1.35931127464619E-01	-1.04861496146699E-02	1.94296927304016E+02	   U
O_{742}(1.1)	4.11702265749327E-01	5.16746796098465E-01	1.53143067940642E-01	-1.54550201698041E-02	1.94602235488719E+02	   U
O_{743}(1.1)	4.41238094091223E-01	4.49600633947009E-01	3.43842252774307E-01	7.00786213637462E-03	1.94660478840752E+02	   U
O_{744}(1.1)	2.83273965839957E-01	2.77512309134709E-01	2.28603870020967E-01	1.57212751071319E-03	1.94699221554336E+02	   U
O_{745}(1.1)	1.43989282572444E-01	3.51889859477403E-01	2.96732607404908E-01	-3.34453959347163E-03	1.95134351159799E+02	   U
O_{746}(1.1)	6.25146779022730E-01	3.82425704714744E-01	1.21629807859069E-01	2.13834407544654E-03	1.95397957762727E+02	   U
O_{747}(1.1)	7.91116833659077E-01	2.83206114602881E-01	4.21196934969851E-02	-2.87324158429536E-04	1.95717028422205E+02	   U
O_{748}(1.1)	4.53595673562849E-01	4.51480826815753E-01	3.39634729500049E-01	8.83755810813843E-03	1.95743573680439E+02	   U
O_{749}(1.1)	5.97740541887039E-01	3.21648010347047E-01	1.40410020871906E-01	-9.15549502234726E-03	1.95798489517872E+02	   U
O_{750}(1.1)	4.54456524927098E-01	4.30467281389417E-01	3.44082902784515E-01	5.46191023607076E-03	1.95904270669793E+02	   S
O_{751}(1.1)	4.03329436264952E-01	5.18951239647970E-01	1.26015491668642E-01	-5.57405831968673E-03	1.96020853185536E+02	   U
O_{752}(1.1)	3.15339644449688E-01	3.80720206231032E-01	3.60817283234060E-01	9.44336149407661E-04	1.96045005422990E+02	   U
O_{753}(1.1)	4.46789420274887E-01	4.30974879512436E-01	3.47602496249224E-01	6.93726743339171E-03	1.96324733388925E+02	   U
O_{754}(1.1)	9.42435597644063E-02	1.40789204445234E-02	6.36612974103106E-01	2.75615981553511E-03	1.96339306783927E+02	   U
O_{755}(1.1)	2.14139867621351E-01	3.00575302688457E-01	2.35854567279336E-01	-1.44665448681800E-02	1.96520150511696E+02	   U
O_{756}(1.1)	4.66393784512905E-01	5.94027392353043E-01	9.49510162069898E-02	2.45264167148299E-03	1.96652252192220E+02	   U
O_{757}(1.1)	5.65566609837632E-01	5.18968460971440E-01	2.53470410887459E-01	8.98936310171827E-03	1.96685667827617E+02	   U
O_{758}(1.1)	2.49142958894324E-01	4.19793807644253E-01	4.14214286371787E-01	-1.26075145343389E-02	1.96723928223247E+02	   S
O_{759}(1.1)	6.14003202629851E-01	3.70171615414307E-01	1.27903826953299E-01	-1.79867261994617E-03	1.96841930125550E+02	   U
O_{760}(1.1)	9.41365374166341E-02	1.69593782748314E-02	6.37391230958861E-01	1.25275090080682E-03	1.96915096624660E+02	   U
O_{761}(1.1)	5.94983241005555E-01	4.26726484923090E-01	2.48246916438939E-02	-1.67551646633881E-03	1.96947831425068E+02	   U
O_{762}(1.1)	1.37299393380191E-02	8.83924146871910E-02	6.37967149525664E-01	-3.36960018243683E-04	1.96982491704005E+02	   S
O_{763}(1.1)	5.44825059673958E-01	3.89267395521306E-01	-5.33252754310764E-02	3.24920924741362E-02	1.97078220843928E+02	   U
O_{764}(1.1)	3.89543494791994E-01	4.38950607493857E-01	3.60677076648143E-01	3.89449510078298E-03	1.97101086307273E+02	   U
O_{765}(1.1)	2.19881544972522E-01	3.07477765504826E-01	2.38754684002315E-01	-3.83569852805407E-03	1.97212823357415E+02	   U
O_{766}(1.1)	4.05586880023286E-01	4.68818828129844E-01	3.77399860026975E-01	-5.02727385403863E-03	1.97231530209948E+02	   U
O_{767}(1.1)	2.97546500486705E-01	2.84134027274115E-01	2.09774510284227E-01	-5.59023658370867E-03	1.97432814347239E+02	   U
O_{768}(1.1)	2.71291702839411E-01	4.33695653697529E-01	4.15384279410763E-01	4.35428165752207E-03	1.97445167870148E+02	   U
O_{769}(1.1)	4.09449061210835E-01	4.20032349711295E-01	3.56377408737795E-01	-2.62378435590872E-03	1.97568240612344E+02	   U
O_{770}(1.1)	2.17942969438222E-01	3.99229981260258E-01	4.22382069418525E-01	1.00048807484423E-02	1.97957954465035E+02	   S
O_{771}(1.1)	1.47958707205310E-01	3.55684305939981E-01	2.70293191988842E-01	-3.97469836294897E-03	1.97982761721782E+02	   U
O_{772}(1.1)	2.33556575838534E-01	2.86974508642968E-01	2.47182335396305E-01	-3.77288094914721E-03	1.98278949955415E+02	   U
O_{773}(1.1)	4.59866694452202E-01	3.51414733876018E-01	8.69490826463576E-02	-1.31238608148688E-02	1.98418283613994E+02	   U
O_{774}(1.1)	6.12105068520408E-01	3.57691140882809E-01	1.26797662452421E-01	-8.97848480739691E-04	1.98623323985929E+02	   U
O_{775}(1.1)	2.75747133119115E-01	4.60428556370382E-01	1.25309104005647E-01	1.79012408265074E-03	1.99004978363859E+02	   U
O_{776}(1.1)	1.48470974065963E-01	3.61074979089308E-01	2.76500802940188E-01	4.52942669104721E-04	1.99025458619786E+02	   U
O_{777}(1.1)	6.13130113351378E-01	3.11862055752293E-01	1.42584621058717E-01	-9.54561229781075E-04	1.99047945328772E+02	   U
O_{778}(1.1)	4.71176795471605E-01	3.47506765138965E-01	2.12794412886616E-01	-8.98794676982090E-03	1.99522823136608E+02	   U
O_{779}(1.1)	7.83159546594285E-02	2.19431134392987E-02	6.34510037181194E-01	-4.09254311680179E-03	1.99557891280899E+02	   U
O_{780}(1.1)	2.07491080478014E-01	3.69073371512997E-01	1.92066609259228E-01	-1.14280850522177E-03	1.99748719678406E+02	   U
O_{781}(1.1)	3.56731369262141E-01	5.36694846696908E-01	7.68534131218138E-02	-9.81565857082447E-03	1.99752516131083E+02	   U
O_{782}(1.1)	6.17438969533930E-01	3.13874168834239E-01	1.42296781605149E-01	1.63599087596746E-03	2.00063330066991E+02	   U
O_{783}(1.1)	6.15363956138157E-01	3.45448017077224E-01	1.34678191089102E-01	1.80518302668823E-03	2.00126802242522E+02	   U
O_{784}(1.1)	5.34214679243085E-01	4.90174742573273E-01	3.13771518003771E-01	-7.87437011076939E-03	2.00362201039369E+02	   U
O_{785}(1.1)	3.39043743868531E-01	4.41321252040962E-01	3.89788649073837E-01	1.34095309883057E-02	2.00503266809226E+02	   U
O_{786}(1.1)	1.95653714234560E-01	3.66759130713038E-01	2.05698163580101E-01	-7.80725119808091E-03	2.00525367593571E+02	   U
O_{787}(1.1)	1.51996383950720E-01	3.70542793722962E-01	2.80093577118289E-01	5.60646493827870E-03	2.00911083360201E+02	   U
O_{788}(1.1)	4.12614342269836E-01	5.28867789394282E-01	1.01629214620251E-01	7.83061146190045E-03	2.02024177157556E+02	   S
O_{1}(1.2)	2.36937109838013E-01	2.93552828169178E-01	2.14658905413533E-01	-1.09568152166112E-01	6.28821518088717E+00	   S
O_{2}(1.2)	1.02200578272669E+00	-2.72600007460296E-01	-4.32093711947155E-01	6.29473407171139E-01	6.90577639826182E+00	   U
O_{3}(1.2)	1.07838623070518E-01	4.19034759715679E-01	2.52877360807880E-01	-1.53118551743532E-01	7.36226436511740E+00	   U
O_{4}(1.2)	6.46976570434943E-01	4.15972648554844E-01	2.72801109394611E-01	3.34433078432372E-01	7.86113798386169E+00	   U
O_{5}(1.2)	3.28981374468564E-01	4.57714693135658E-01	-1.62665269261193E-01	1.57774668727534E-01	7.89215283015942E+00	   S
O_{6}(1.2)	4.42549765482064E-01	6.33008677985192E-01	1.74857643377637E-01	-2.60694954269266E-01	8.23597594313151E+00	   U
O_{7}(1.2)	-1.93151484305213E-01	5.73968949582836E-01	3.46825550625244E-01	-3.57972852124288E-01	9.55553330819348E+00	   U
O_{8}(1.2)	1.14099408236755E-01	5.80752949260620E-01	2.38164474857514E-01	-2.02384680599568E-02	9.84954238131504E+00	   U
O_{9}(1.2)	6.70544116420832E-02	5.94508265262831E-01	2.12874941640103E-01	-9.47555042999117E-02	9.94036848867222E+00	   U
O_{10}(1.2)	2.79460694390664E-01	5.72635150226133E-01	2.12950547372648E-01	3.81187204761476E-02	1.00034447336658E+01	   U
O_{11}(1.2)	8.92201651614400E-01	3.67531179190507E-01	4.31130561894461E-01	-1.17194538531890E-01	1.06373312259574E+01	   U
O_{12}(1.2)	6.85639998447055E-01	1.27400925433144E-01	9.64090054254469E-02	1.10126269223879E-03	1.31013402180791E+01	   U
O_{13}(1.2)	4.26978161078553E-01	4.02102478056428E-01	2.79886483434581E-01	-1.37995309211990E-02	1.43180724446343E+01	   U
O_{14}(1.2)	9.00890944983288E-01	5.33889250466608E-01	2.26830894851864E-01	-2.28128691546315E-02	1.43215489492908E+01	   U
O_{15}(1.2)	2.02644449381331E+00	1.02636397331765E-01	2.15434938325578E-01	4.96854238937692E-01	1.45003905485617E+01	   U
O_{16}(1.2)	4.68915851221960E-01	4.45883252366563E-01	2.16297613495152E-01	2.31134845079030E-01	1.54800234723525E+01	   U
O_{17}(1.2)	1.76643763295658E-01	4.64134040741779E-01	9.24822961532827E-02	8.30619282321868E-02	1.62300733314195E+01	   S
O_{18}(1.2)	8.65657581515706E-02	2.26036847243025E-01	9.45735101315259E-02	3.16367875586359E-02	1.76597975855298E+01	   U
O_{19}(1.2)	7.60790580917737E-01	5.25629596929342E-01	2.66302428689140E-01	-1.77415954542938E-02	1.95697780750294E+01	   U
O_{20}(1.2)	9.64730620549091E-01	5.18006729455701E-01	1.92385454553628E-01	-8.99814724954598E-03	2.04991171841256E+01	   U
O_{21}(1.2)	-3.23657661695988E-01	4.05627460044314E-01	2.74495703274634E-01	7.41476181659550E-02	2.14249344093784E+01	   U
O_{22}(1.2)	5.20611951082769E-01	4.39343884102466E-01	2.33747672174243E-01	2.59779628165076E-01	2.31814320386662E+01	   U
O_{23}(1.2)	-4.20802155083700E-01	4.50799147392897E-01	1.98989763079716E-01	-2.05278123517477E-01	2.33310109900100E+01	   U
O_{24}(1.2)	4.18474316211136E-01	4.43449771927930E-01	2.58876571556517E-01	-7.23129439454524E-03	2.34935506150963E+01	   U
O_{25}(1.2)	2.72760488533772E-01	4.92555426021671E-01	2.35874381378874E-01	-1.78963711870776E-01	2.39027132399133E+01	   S
O_{26}(1.2)	2.32952776351026E-01	4.62347788721357E-01	1.19790734540474E-01	1.10197081588881E-01	2.41103088263074E+01	   S
O_{27}(1.2)	2.43560478541147E-01	2.52000820832768E-01	9.28937274210982E-02	4.14611031135599E-02	2.42991706042638E+01	   S
O_{28}(1.2)	1.98891757367390E-01	2.72231768935753E-01	-1.00353829860694E-01	8.56350754372523E-02	2.45171176340434E+01	   U
O_{29}(1.2)	1.00931309656261E-01	4.65667116768631E-01	5.37505706410011E-02	4.71992434093447E-02	2.45872026080967E+01	   S
O_{30}(1.2)	-3.06109347568853E-01	2.63857911509871E-01	-8.11199433410090E-02	-8.16905968421916E-02	2.50467944228782E+01	   U
O_{31}(1.2)	4.80985196243985E-01	3.65408269866025E-01	2.84352767646191E-01	8.21832159517215E-03	2.60270580639352E+01	   U
O_{32}(1.2)	4.86915817460130E-01	7.05689457032997E-01	1.21432933779861E-02	-4.43196113730387E-03	2.61577775705076E+01	   U
O_{33}(1.2)	6.77887632460185E-01	6.08233137817250E-01	3.00157043937359E-01	7.84084150207759E-03	2.73821910719167E+01	   U
O_{34}(1.2)	-2.37335887895390E-01	2.68307797706293E-01	-1.03653178436514E-01	-3.05623804190797E-02	3.04226363746482E+01	   U
O_{35}(1.2)	2.23114028019364E-01	2.96683332903305E-01	-1.04215035322427E-01	1.04258185840901E-01	3.12389039802615E+01	   U
O_{36}(1.2)	4.19990356382596E-01	4.51213120638477E-01	2.33175397267437E-01	5.84961971163978E-03	3.17312708903830E+01	   U
